Property Name,Property Code,Brand,#Rooms,Activation Date,Revenue,Profit Margin,Gross Profit,Flag,Size Subset,SPOR,Group,Type
Comfort Suites Downtown Orlando,FL094,Choic,122.0,2017-07-13,696.75,0.57154,398.22,Comfort Suites,3,0.2742856252050991,Other,Other
Hilton Garden Inn Orange Beach Beachfront,ORBHH,Hilto,137.0,2015-10-23,545.5,0.60673,330.97,Hilton Garden Inn,3,0.1912317893349943,Select Service,Focused Service
Hampton Inn & Suites Saskatoon Airport,YXEAP,Hilto,137.0,2015-11-23,531.53,0.53049,281.97,Hampton Inn & Suites by Hilton,3,0.18633443260353716,Select Service,Focused Service
Hilton Garden Inn Times Square,NYCMW,Hilto,369.0,2017-10-27,52387.36,0.72887,38183.73,Hilton Garden Inn,5,6.818456089428915,Select Service,Focused Service
Hilton Garden Inn New York/West 35th Street,NYCTF,Hilto,298.0,2018-11-13,35870.99,0.55028,19739.06,Hilton Garden Inn,5,5.781133518290117,Select Service,Focused Service
DoubleTree Suites by Hilton Hotel Boston - Cambridge,BOSSB,Hilto,308.0,2018-06-11,30265.42,0.72186,21847.39,DoubleTree by Hilton,5,4.7193467672681555,Full Service,Full Service
InterContinental New Orleans,MSYHA,IHG,484.0,2018-09-20,19488.5,0.7016,13673.06,InterContinental,5,1.9338329363626519,Full Service,Full Service
Crowne Plaza Kansas City Downtown,MKCWS,IHG,385.0,2018-11-27,13321.75,0.60131,8010.45,Crowne Plaza,5,1.6618294488390926,Full service,Full service
Embassy Suites by Hilton Washington DC Convention Center,WASCC,Hilto,384.0,2018-10-23,15680.98,0.72544,11375.58,Embassy Suites,5,1.9612270630819275,All Suites,All Suites
Crowne Plaza Orlando Downtown,MCOOA,IHG,227.0,2017-10-09,13377.98,0.69988,9362.98,Crowne Plaza,5,2.8304180562069647,Full service,Full service
Crowne Plaza White Plains-Downtown,HPNCP,IHG,402.0,2018-12-06,13482.3,0.66703,8993.09,Crowne Plaza,5,1.6107340310779448,Full service,Full service
Homewood Suites New Orleans,MSYFR,Hilto,207.0,2017-07-20,15236.26,0.69856,10643.46,Homewood Suites by Hilton,5,3.5350367297876657,All Suites,All Suites
Embassy Suites Portland Washington Square,PDXBV,Hilto,356.0,2015-12-17,14592.5,0.60744,8864.11,Embassy Suites,5,1.9686368261481266,All Suites,All Suites
Home2 Suites by Hilton Los Angeles Montebello,LGBMO,Hilto,203.0,2018-09-19,13471.13,0.72753,9800.63,Home2 Suites by Hilton,5,3.1870867899401922,All Suites,Focused Service
Homewood Suites Savannah Historic District,SAVRB,Hilto,162.0,2018-04-10,13432.75,0.61267,8229.88,Homewood Suites by Hilton,4,3.9823169149605793,All Suites,All Suites
Embassy Suites by Hilton Miami International Airport,MIASP,Hilto,318.0,2018-02-06,13378.64,0.626,8375.09,Embassy Suites,5,2.0205553352553816,All Suites,All Suites
Hilton Garden Inn Staten Island,ewrsi,Hilto,198.0,2015-03-03,12097.3,0.67239,8134.13,Hilton Garden Inn,4,2.93433140332514,Select Service,Focused Service
Hilton Garden Inn Seattle Bellevue Downtown,SEABE,Hilto,254.0,2018-05-09,11945.49,0.63272,7558.2,Hilton Garden Inn,5,2.2586875258854446,Select Service,Focused Service
Crowne Plaza Atlanta Airport,IHG-ATLAT,IHG,378.0,2017-06-27,13676.6,0.65322,8933.85,Crowne Plaza,5,1.7376897779940772,Full service,Full service
Crowne Plaza White Plains-Downtown,HPNCP,IHG,402.0,2018-12-06,13681.89,0.64552,8831.99,Crowne Plaza,5,1.6345791024131657,Full service,Full service
Embassy Suites Orlando - International Drive / Convention Center,MCOOR,Hilto,244.0,2016-12-04,10721.81,0.64863,6954.46,Embassy Suites,5,2.1103971002370168,All Suites,All Suites
Crowne Plaza Orlando Downtown,MCOOA,IHG,227.0,2017-10-09,13710.62,0.69115,9476.16,Crowne Plaza,5,2.900795666445333,Full service,Full service
Hampton Inn Manhattan Times Square Central,NYCFF,Hilto,300.0,2015-07-01,10537.76,0.53997,5690.03,Hampton Inn by Hilton,5,1.6869917137331745,Select Service,Focused Service
Hilton Garden Inn Chicago North Shore/Evanston,ORDEV,Hilto,178.0,2018-11-09,8921.28,0.6697,5974.62,Hilton Garden Inn,4,2.4070941023647436,Select Service,Focused Service
Hilton Denver Inverness,DENIR,Hilto,302.0,2018-02-15,8748.5,0.66471,5815.23,Hilton Hotels & Resorts,5,1.3912736315344458,Full Service,Full Service
Hilton Garden Inn Chicago McCormick Place,CHIMK,Hilto,466.0,2018-08-07,8464.05,0.73889,6253.99,Hilton Garden Inn,5,0.8723247697051476,Select Service,Focused Service
Crowne Plaza White Plains-Downtown,HPNCP,IHG,402.0,2018-12-06,13728.73,0.65833,9038.07,Crowne Plaza,5,1.6401750898942105,Full service,Full service
Embassy Suites Lombard,CHILM,Hilto,262.0,2016-09-14,8083.19,0.61741,4990.65,Embassy Suites,5,1.4817242781057953,All Suites,All Suites
Embassy Suites Orlando Airport,MCOAT,Hilto,174.0,2018-02-02,8018.3,0.71477,5731.24,Embassy Suites,4,2.213191296924635,All Suites,All Suites
DoubleTree by Hilton Deadwood at Cadillac Jack's,RAPDW,Hilto,107.0,2018-12-28,7618.65,0.45491,3465.77,DoubleTree by Hilton,3,3.419638089704831,Full Service,Full Service
Hampton Inn & Suites Pittsburgh Downtown,PITDN,Hilto,143.0,2014-12-30,7513.52,0.62104,4666.17,Hampton Inn & Suites by Hilton,3,2.5234419017797816,Select Service,Focused Service
Hampton Inn & Suites LAX El Segundo,LAXEL,Hilto,171.0,2018-06-22,7480.33,0.6697,5009.6,Hampton Inn & Suites by Hilton,4,2.100924995343342,Select Service,Focused Service
Embassy Suites by Hilton Laredo,LRDES,Hilto,320.0,2018-02-16,6817.86,0.61381,4184.84,Embassy Suites,5,1.0232552973834863,All Suites,All Suites
Embassy Suites Seattle - Bellevue,SEABL,Hilto,240.0,2016-03-09,6725.14,0.59927,4030.19,Embassy Suites,5,1.3457859466451505,All Suites,All Suites
DoubleTree Annapolis,ANPDT,Hilto,224.0,2016-08-05,6323.29,0.66656,4214.86,DoubleTree by Hilton,5,1.3557542750934468,Full Service,Full Service
Embassy Suites Bloomington,MSPWE,Hilto,234.0,2015-10-19,6312.58,0.6302,3978.21,Embassy Suites,5,1.2956178971278673,All Suites,All Suites
Crowne Plaza Orlando Downtown,MCOOA,IHG,227.0,2017-10-09,14063.48,0.69274,9742.28,Crowne Plaza,5,2.9754512807692586,Full service,Full service
Crowne Plaza White Plains-Downtown,HPNCP,IHG,402.0,2018-12-06,14570.58,0.64414,9385.55,Crowne Plaza,5,1.7407511373091893,Full service,Full service
Crowne Plaza Orlando Downtown,MCOOA,IHG,227.0,2017-10-09,14582.79,0.69003,10062.53,Crowne Plaza,5,3.0853232046896744,Full service,Full service
Crowne Plaza White Plains-Downtown,HPNCP,IHG,402.0,2018-12-06,14643.42,0.64845,9495.5,Crowne Plaza,5,1.7494533518292428,Full service,Full service
Hampton Inn Indianapolis Dwtn Across from Circle Centre,INDDT,Hilto,180.0,2018-01-16,5983.37,0.55727,3334.35,Hampton Inn by Hilton,4,1.5964644621183983,Select Service,Focused Service
Tru by Hilton Chicopee Springfield,BDLRU,Hilto,108.0,2018-06-13,5853.46,0.59908,3506.68,Tru by Hilton,3,2.6030037895120306,Select Service,Focused Service
Embassy Suites Minneapolis Airport,MSPAP,Hilto,310.0,2018-05-09,5776.43,0.67053,3873.26,Embassy Suites,5,0.8949189861149154,All Suites,All Suites
Hilton Garden Inn New York Midtown Park Ave,NYCET,Hilto,232.0,2015-10-15,5511.85,0.64635,3562.56,Hilton Garden Inn,5,1.1410253841170244,Select Service,Focused Service
Hilton Garden Inn Jacksonville Downtown Southbank,JAXSB,Hilto,123.0,2018-12-17,5475.75,0.65506,3586.95,Hilton Garden Inn,3,2.1380822166849245,Select Service,Focused Service
Hampton Inn & Suites Columbia South,BALCO,Hilto,124.0,2015-06-30,5305.17,0.59693,3166.83,Hampton Inn & Suites by Hilton,3,2.054771440823859,Select Service,Focused Service
Hampton Inn & Suite Yonkers Westchester,LGAYW,Hilto,150.0,2016-12-14,5235.75,0.65755,3442.79,Hampton Inn & Suites by Hilton,4,1.676384139547393,Select Service,Focused Service
Embassy Suites San Diego La Jolla,SANLJ,Hilto,450.0,2018-02-22,5228.84,0.50808,2656.68,Embassy Suites,5,0.558057231165926,All Suites,All Suites
Hilton Garden Inn Tampa - Wesley Chapel,TPAWL,Hilto,124.0,2018-10-04,5067.33,0.71823,3639.53,Hilton Garden Inn,3,1.962652462641153,Select Service,Focused Service
Embassy Suites Seattle North Lynnwood,SEALW,Hilto,240.0,2018-02-23,5023.11,0.60157,3021.74,Embassy Suites,5,1.0051881219502823,All Suites,All Suites
Hilton Garden Inn Laramie,LARLA,Hilto,135.0,2015-07-21,4941.36,0.68579,3388.75,Hilton Garden Inn,3,1.7579180594510826,Select Service,Focused Service
Tru by Hilton Fayetteville I-95,FAYRU,Hilto,109.0,2018-12-20,4898.32,0.63281,3099.69,Tru by Hilton,3,2.1582738884778436,Select Service,Focused Service
Tru by Hilton San Antonio Downtown,SATDO,Hilto,94.0,2018-04-25,4764.7,0.61463,2928.55,Tru by Hilton,2,2.4344093572223273,Select Service,Focused Service
Hilton Garden Inn New Orleans French Quarter CBD,MSYOR,Hilto,155.0,2016-01-16,4736.97,0.65965,3124.73,Hilton Garden Inn,4,1.4677592871918366,Select Service,Focused Service
Hilton Garden Inn Washington DC Downtown,DCACH,Hilto,300.0,2015-09-29,4648.25,0.72978,3392.21,Hilton Garden Inn,5,0.7441390991406359,Select Service,Focused Service
Embassy Suites Dallas Love Field,DALLF,Hilto,248.0,2016-11-02,4608.02,0.608,2801.69,Embassy Suites,5,0.8923774256758181,All Suites,All Suites
Hilton Garden Inn Cincinnati Midtown,CVGMD,Hilto,120.0,2018-10-17,4586.5,0.73993,3393.7,Hilton Garden Inn,3,1.8356338289724772,Select Service,Focused Service
Crowne Plaza White Plains-Downtown,HPNCP,IHG,402.0,2018-12-06,14713.56,0.65187,9591.29,Crowne Plaza,5,1.7578329966183224,Full service,Full service
Hampton Inn & Suites Denver Downtown Convention Center,DENCV,Hilto,120.0,2013-10-14,4564.51,0.70736,3228.73,Hampton Inn & Suites by Hilton,3,1.8268328722736646,Select Service,Focused Service
Hilton Garden Inn Greenville,GSPGV,Hilto,120.0,2018-04-23,4559.25,0.54065,2464.95,Hilton Garden Inn,3,1.8247276866331117,Select Service,Focused Service
Crowne Plaza Orlando Downtown,MCOOA,IHG,227.0,2017-10-09,14714.1,0.67492,9930.83,Crowne Plaza,5,3.1131048424975147,Full service,Full service
Hampton Inn Asheville-Tunnel Rd.,AVLTU,Hilto,120.0,2016-05-27,4475.01,0.61939,2771.77,Hampton Inn by Hilton,3,1.7910126983517116,Select Service,Focused Service
Tru By Hilton Cheyenne,CYSND,Hilto,100.0,2017-08-14,4474.86,0.55046,2463.22,Tru by Hilton,3,2.1491431974488027,Select Service,Focused Service
Homewood Suites San Diego Airport Liberty Station,SANLS,Hilto,150.0,2014-10-21,4449.18,0.59112,2630.02,Homewood Suites by Hilton,4,1.424539900872171,All Suites,All Suites
Tru by Hilton Madison West,MSNCB,Hilto,106.0,2018-04-11,4443.81,0.59883,2661.09,Tru by Hilton,3,2.013425281873468,Select Service,Focused Service
Hilton Garden Inn Houston Hobby Airport,HOUMR,Hilto,136.0,2018-11-20,4397.76,0.60998,2682.56,Hilton Garden Inn,3,1.553025252057253,Select Service,Focused Service
Hilton Dallas Plano Granite Park,DALPG,Hilto,299.0,2014-08-15,4386.25,0.70958,3112.39,Hilton Hotels & Resorts,5,0.7045439563468499,Full Service,Full Service
Tru by Hilton Pigeon Forge,TYSPF,Hilto,102.0,2018-06-18,4348.72,0.59975,2608.16,Tru by Hilton,3,2.047609684362468,Select Service,Focused Service
Homewood Suites by Hilton Washington DC NoMa Union Station,DCANE,Hilto,114.0,2018-09-13,4313.76,0.65929,2844.01,Homewood Suites by Hilton,3,1.817343527874899,All Suites,All Suites
Hilton Garden Inn Abilene,ABIAB,Hilto,123.0,2015-03-19,4271.12,0.58826,2512.52,Hilton Garden Inn,3,1.6677177952476492,Select Service,Focused Service
"Hampton Inn & Suites Roseburg, OR",OTHRO,Hilto,90.0,2018-04-22,4263.92,0.64386,2745.36,Hampton Inn & Suites by Hilton,2,2.275372156265075,Select Service,Focused Service
Tru By Hilton Charlotte Ayrsley,CLTCA,Hilto,92.0,2018-04-27,4251.98,0.58616,2492.32,Tru by Hilton,2,2.219674468486738,Select Service,Focused Service
Hilton Garden Inn Seattle Issaquah,SEAIS,Hilto,179.0,2015-11-03,4246.54,0.6672,2833.28,Hilton Garden Inn,4,1.1393786813135391,Select Service,Focused Service
TRU by Hilton Syracuse - Camillus,SYRRU,Hilto,92.0,2018-07-19,4234.62,0.64864,2746.74,Tru by Hilton,2,2.2106119731850367,Select Service,Focused Service
Hampton Inn Washington DC NoMa Union Station,DCANY,Hilto,125.0,2018-09-05,4134.64,0.65644,2714.13,Hampton Inn by Hilton,3,1.5885964575248779,Select Service,Focused Service
The Saratoga Hilton (Gift Shop),ALBSA:Gift Shop,Hilto,245.0,2017-07-17,4133.8,0.60381,2496.03,Hilton Hotels & Resorts,5,0.8103437325289358,Full Service,Full Service
Hampton Inn & Suites Hood River,PDXHR,Hilto,88.0,2018-09-17,4120.35,0.53245,2193.87,Hampton Inn & Suites by Hilton,2,2.2487301211678785,Select Service,Focused Service
Hampton Inn & Suites Asheville Biltmore Area,AVLBA,Hilto,114.0,2018-09-19,4118.01,0.56567,2329.43,Hampton Inn & Suites by Hilton,3,1.7348760295482626,Select Service,Focused Service
Hilton Garden Inn Denver Airport,DENAH,Hilto,157.0,2013-10-10,4114.45,0.6163,2535.74,Hilton Garden Inn,4,1.25862987945639,Select Service,Focused Service
Embassy Suites by Hilton Arcadia,LAXHD,Hilto,191.0,2018-06-08,4002.62,0.54052,2163.51,Embassy Suites,4,1.0064608701756954,All Suites,All Suites
Hilton Richmond Downtown,RICRD (RICDT),Hilto,250.0,2015-10-19,3949.6,0.70606,2788.66,Full Services,5,0.7587505282975371,Other,Other
Tru by Hilton Meridian Boise West,BOIMW,Hilto,92.0,2018-04-21,3903.52,0.63144,2464.84,Tru by Hilton,2,2.037766800696935,Select Service,Focused Service
Tru by Hilton North Platte,LBFRU,Hilto,98.0,2018-05-14,3828.28,0.58987,2258.2,Tru by Hilton,2,1.8761325562230116,Select Service,Focused Service
Hilton Garden Inn Riverhead,ISPRH,Hilto,114.0,2018-05-24,3805.95,0.66149,2517.6,Hilton Garden Inn,3,1.6034083027139832,Select Service,Focused Service
Tru by Hilton Fort Wayne North,FWARU,Hilto,92.0,2018-06-27,3747.5,0.57272,2146.26,Tru by Hilton,2,1.956319190272309,Select Service,Focused Service
Tru By Hilton Lake Charles,LCHRU,Hilto,98.0,2018-05-23,3730.03,0.6996,2609.54,Tru by Hilton,2,1.8279829894073891,Select Service,Focused Service
Doubletree by Hilton Denver Tech Center,DENEW,Hilto,305.0,2016-11-22,3708.87,0.69368,2572.76,DoubleTree by Hilton,5,0.5840199364216352,Full Service,Full Service
Tru by Hilton Raleigh Durham Airport,RDUAT,Hilto,106.0,2018-08-20,3680.67,0.72554,2670.47,Tru by Hilton,3,1.6676577153913459,Select Service,Focused Service
Tru By Hilton Tallahassee Central,TLHCN,Hilto,90.0,2018-04-04,3667.62,0.68194,2501.1,Tru by Hilton,2,1.9571662760466693,Select Service,Focused Service
Hilton Garden Inn Dallas Arlington,DFWAR,Hilto,132.0,2015-03-11,3667.21,0.72903,2673.51,Hilton Garden Inn,3,1.3342823769255934,Select Service,Focused Service
Hampton Inn & Suites Syracuse North Airport Area,SYRNA,Hilto,105.0,2018-06-01,3654.34,0.61548,2249.17,Hampton Inn & Suites by Hilton,3,1.6714968155779621,Select Service,Focused Service
Homewood Suites by Hilton Ft.Lauderdale Airport-Cruise Port,FLLAR,Hilto,124.0,2018-08-29,3648.5,0.46782,1706.83,Homewood Suites by Hilton,3,1.413118448955613,All Suites,All Suites
Hilton Garden Inn Orlando Airport,ORLAH,Hilto,132.0,2013-11-21,3637.73,0.70424,2561.83,Hilton Garden Inn,3,1.323556336019355,Select Service,Focused Service
DoubleTree Suites Salt Lake City Downtown,SLCWS,Hilto,241.0,2016-03-04,3537.37,0.73333,2594.06,DoubleTree by Hilton,5,0.7049354428779433,Full Service,Full Service
Hilton Garden Inn Portland Downtown Waterfront,PWMDH,Hilto,120.0,2018-01-31,3470.79,0.4904,1702.06,Hilton Garden Inn,3,1.3890983401851922,Select Service,Focused Service
DoubleTree by Hilton Hotel San Francisco Airport,SFOAO,Hilto,395.0,2018-05-24,3460.68,0.59142,2046.73,DoubleTree by Hilton,5,0.4207753097683855,Full Service,Full Service
"Hilton Garden Inn Seattle/Bothell, WA",SEABO,Hilto,128.0,2017-05-22,3426.5,0.56182,1925.07,Hilton Garden Inn,3,1.285661584604449,Select Service,Focused Service
Tru By Hilton Cedar Rapids Westdale,CIDRU,Hilto,95.0,2018-02-16,3399.54,0.66158,2249.07,Tru by Hilton,2,1.7186302483453417,Select Service,Focused Service
Hampton Inn Jupiter/Juno Beach,PBIJB,Hilto,89.0,2016-12-27,3349.61,0.54483,1824.96,Hampton Inn by Hilton,2,1.8075492476913555,Select Service,Focused Service
Crowne Plaza Orlando Downtown,MCOOA,IHG,227.0,2017-10-09,14970.4,0.68508,10255.94,Crowne Plaza,5,3.1673309773703315,Full service,Full service
"Hilton Garden Inn Beaumont, TX",BPTGI,Hilto,100.0,2015-09-07,3308.02,0.48586,1607.24,Hilton Garden Inn,3,1.5887443808352861,Select Service,Focused Service
Hilton Garden Inn Ottawa Downtown,YOWCD,Hilto,175.0,2018-12-31,3292.2,0.53132,1749.21,Hilton Garden Inn,4,0.903512286691293,Select Service,Focused Service
Homewood Suites by Hilton Odessa,MAFOD,Hilto,121.0,2017-10-09,3280.92,0.63442,2081.49,Homewood Suites by Hilton,3,1.3022554137200815,All Suites,All Suites
Homewood Suites Asheville Tunnel Road,AVLHW,Hilto,94.0,2014-10-31,3279.92,0.53527,1755.63,Homewood Suites by Hilton,2,1.6757965745882546,All Suites,All Suites
"Homewood Suites Lafayette Airport, LA",LFTKS,Hilto,129.0,2014-10-28,3266.5,0.54737,1788.0,Homewood Suites by Hilton,3,1.2161267830693407,All Suites,All Suites
Hilton Garden Inn Omaha West,OMAWE,Hilto,119.0,2015-03-17,3229.75,0.55572,1794.83,Hilton Garden Inn,3,1.3034904283302438,Select Service,Focused Service
Hampton Inn & Suites Asheville (I-26),AVLAP,Hilto,95.0,2014-10-13,3201.71,0.59234,1896.5,Hampton Inn & Suites by Hilton,2,1.6186177107578565,Select Service,Focused Service
Hilton Garden Inn Sun Prairie Madison,MSNSP,Hilto,124.0,2018-09-10,3169.36,0.61686,1955.05,Hilton Garden Inn,3,1.227540383001771,Select Service,Focused Service
Hilton Garden Inn Knoxville West Cedar Bluff,TYSKH,Hilto,118.0,2014-09-22,3096.54,0.69486,2151.66,Hilton Garden Inn,3,1.260319303357074,Select Service,Focused Service
Homewood Suites Harrisburg West Hershey Area,HARHW,Hilto,116.0,2015-06-13,3070.93,0.60468,1856.94,Homewood Suites by Hilton,3,1.2714457334094698,All Suites,All Suites
Home2 Suites Parc Lafayette,LFTHT,Hilto,106.0,2016-08-03,3070.72,0.56769,1743.23,Home2 Suites by Hilton,3,1.3912982961815412,All Suites,Focused Service
Hilton Garden Inn San Antonio Live Oak Convention Center,SATLI,Hilto,138.0,2017-06-27,3030.93,0.63508,1924.88,Hilton Garden Inn,3,1.054830602334365,Select Service,Focused Service
Hilton Garden Inn Charlotte/Ayrsley,CLTAY,Hilto,120.0,2018-09-27,3012.29,0.73899,2226.06,Hilton Garden Inn,3,1.205594991098987,Select Service,Focused Service
Hilton Garden Inn New York Long Island City,ISPIC,Hilto,183.0,2015-09-16,2961.67,0.73907,2188.88,Hilton Garden Inn,4,0.7772692334421106,Select Service,Focused Service
Home2 Suites by Hilton Irving / DFW Airport North,DALIV,Hilto,93.0,2018-09-27,2908.87,0.63852,1857.37,Home2 Suites by Hilton,2,1.5021982961449045,All Suites,Focused Service
Hampton Inn Titusville (I-95) Kennedy Space Center,TIXFL,Hilto,86.0,2015-11-18,2887.65,0.58618,1692.69,Hampton Inn by Hilton,2,1.6126198554095432,Select Service,Focused Service
Crowne Plaza Orlando Downtown,MCOOA,IHG,227.0,2017-10-09,15079.84,0.68823,10378.43,Crowne Plaza,5,3.190485515803734,Full service,Full service
Homewood Suites Reading,RDGPA,Hilto,119.0,2015-05-14,2843.88,0.73239,2082.84,Homewood Suites by Hilton,3,1.1477576776282419,All Suites,All Suites
Tru by Hilton Syracuse North Airport Area,SYRAA,Hilto,93.0,2018-06-22,2840.15,0.54537,1548.93,Tru by Hilton,2,1.4667099219958097,Select Service,Focused Service
TRU by Hilton York,THVPA,Hilto,106.0,2017-10-12,2790.39,0.56554,1578.07,Tru by Hilton,3,1.2642848754305216,Select Service,Focused Service
Homewood Suites by Hilton Trophy Club Fort Worth North,FTWTR,Hilto,110.0,2018-09-18,2776.72,0.61174,1698.62,Homewood Suites by Hilton,3,1.212342427618871,All Suites,All Suites
Hilton Garden Inn Allentown Bethlehem Airport,ABEGI,Hilto,106.0,2015-01-15,2761.45,0.72006,1988.4,Hilton Garden Inn,3,1.2511725849281332,Select Service,Focused Service
Hilton Garden Inn Omaha East Council Bluffs,OMAEA,Hilto,153.0,2015-03-20,2750.38,0.584,1606.22,Hilton Garden Inn,4,0.8633505527568027,Select Service,Focused Service
Hilton Garden Inn Houston NW Willowbrook,HOUHN,Hilto,171.0,2014-12-09,2740.85,0.67959,1862.65,Hilton Garden Inn,4,0.7697949520257527,Select Service,Focused Service
Homewood Suites Denver Downtown Convention Center,DENDC,Hilto,182.0,2013-10-14,2732.87,0.68109,1861.33,Homewood Suites by Hilton,4,0.7211630821247756,All Suites,All Suites
Hilton Garden Inn Palo Alto,PAOCR,Hilto,174.0,2015-03-05,2725.79,0.73941,2015.48,Hilton Garden Inn,4,0.7523658013848571,Select Service,Focused Service
Tru by Hilton Deadwood,RAPSD,Hilto,108.0,2018-06-28,2716.4,0.65042,1766.79,Tru by Hilton,3,1.207969217151989,Select Service,Focused Service
Hilton Garden Inn Jackson/Clinton,JANCL,Hilto,107.0,2018-11-08,2715.46,0.59787,1623.5,Hilton Garden Inn,3,1.2188367292197282,Select Service,Focused Service
Tru by Hilton Bowling Green,BWGRU,Hilto,88.0,2018-07-02,2660.61,0.59144,1573.6,Tru by Hilton,2,1.4520596181587653,Select Service,Focused Service
Hampton Inn & Suites Baton Rouge Downtown,BTRDN,Hilto,137.0,2015-03-13,2600.84,0.65857,1712.83,Hampton Inn & Suites by Hilton,3,0.9117567130596271,Select Service,Focused Service
Hampton Inn & Suites Mount Vernon Belvoir Alexandria South Area,WASFB,Hilto,131.0,2014-12-30,2549.0,0.5657,1441.97,Hampton Inn & Suites by Hilton,3,0.9345110494474762,Select Service,Focused Service
Hampton Inn Orlando International Drive/Convention Center,MCOCC,Hilto,170.0,2018-01-29,2539.6,0.69416,1762.89,Hampton Inn by Hilton,4,0.7174676071681216,Select Service,Focused Service
Tru By Hilton St. Charles St. Louis,STLMO,Hilto,87.0,2018-06-21,2497.49,0.59641,1489.54,Tru by Hilton,2,1.378702002209023,Select Service,Focused Service
La Quinta Inn & Suites Atlanta Airport North,6739,Wyndh,188.0,2016-10-04,2483.65,0.66466,1650.78,La Quinta Inn & Suites,4,0.634480743810233,Other,Other
Home2 Suites by Hilton La Crosse,LSEHT,Hilto,107.0,2018-12-26,2465.3,0.67125,1654.84,Home2 Suites by Hilton,3,1.1065521821516044,All Suites,Focused Service
Hampton Inn Kennewick at Southridge,VSKTC,Hilto,80.0,2015-06-29,2445.65,0.5045,1233.82,Hampton Inn by Hilton,2,1.4682168997579437,Select Service,Focused Service
Hampton Inn Oneonta,ONHNJ,Hilto,106.0,2014-12-08,2436.0,0.49308,1201.15,Hampton Inn by Hilton,3,1.1037159524470597,Select Service,Focused Service
