Property Name,Property Code,Brand,#Rooms,Activation Date,Revenue,Profit Margin,Gross Profit,Flag,Size Subset,SPOR,Group,Type
Tru by Hilton Bowling Green,BWGRU,Hilto,88.0,2018-07-02,1441.68,0.58293,840.4,Tru by Hilton,2,0.7868140427597915,Select Service,Focused Service
Tru by Hilton Sterling Heights Detroit,DTWSH,Hilto,98.0,2018-05-15,1434.03,0.62828,900.97,Tru by Hilton,2,0.7027778452987987,Select Service,Focused Service
Homewood Suites Denver Tech Center,DENHW,Hilto,113.0,2013-10-09,1419.28,0.62718,890.14,Homewood Suites by Hilton,3,0.6032197333538248,All Suites,All Suites
Home2 Suites by Hilton Plymouth Minneapolis,MSPPL,Hilto,102.0,2018-08-22,1414.0,0.60078,849.5,Home2 Suites by Hilton,3,0.6657867357954823,All Suites,Focused Service
Hampton Inn Orlando-Maingate South,MCOSW,Hilto,83.0,2018-02-08,1391.5,0.62471,869.28,Hampton Inn by Hilton,2,0.8051763668961008,Select Service,Focused Service
Hampton Inn Charleston Southridge,CRWSO,Hilto,139.0,2015-06-17,1362.11,0.47203,642.96,Hampton Inn by Hilton,3,0.4706339819219277,Select Service,Focused Service
Hampton Inn Harrisburg West,HRBPA,Hilto,129.0,2015-04-30,1335.82,0.65467,874.52,Hampton Inn by Hilton,3,0.4973293982426716,Select Service,Focused Service
Hampton Inn Eufaula,EUFHX,Hilto,78.0,2018-09-24,1321.71,0.6369,841.8,Hampton Inn by Hilton,1,0.8138183424904905,Select Service,Focused Service
Homewood Suites Poplar,MEMPO,Hilto,140.0,2013-12-16,1301.22,0.47607,619.47,Homewood Suites by Hilton,3,0.4463839748832256,All Suites,All Suites
Hampton Inn & Suites Trophy Club,FTWTC,Hilto,94.0,2015-03-11,1251.25,0.70187,878.22,Hampton Inn & Suites by Hilton,2,0.6392962218449089,Select Service,Focused Service
Hilton Garden Inn Bristol,TRIGI,Hilto,104.0,2015-04-03,1238.99,0.65811,815.39,Hilton Garden Inn,3,0.5721637811030557,Select Service,Focused Service
Tru by Hilton Bryan College Station,CLLCS,Hilto,98.0,2018-08-27,1224.36,0.54929,672.53,Tru by Hilton,2,0.6000244643905895,Select Service,Focused Service
Homewood Suites Reno,RNOHW,Hilto,96.0,2015-08-09,1206.49,0.55591,670.7,Homewood Suites by Hilton,2,0.603584939037666,All Suites,All Suites
Comfort Suites Downtown Orlando,FL094,Choic,122.0,2017-07-13,1184.0,0.56303,666.63,Comfort Suites,3,0.46609857228968393,Other,Other
"Home2 Suites by Hilton Columbus, GA",CSGBP,Hilto,81.0,2018-11-20,1164.25,0.62312,725.47,Home2 Suites by Hilton,2,0.6903147111712574,All Suites,Focused Service
"Hilton Garden Inn Fredericton, New Brunswick",YFCNW,Hilto,110.0,2018-09-18,1139.98,0.50698,577.95,Hilton Garden Inn,3,0.49772613754248207,Select Service,Focused Service
DoubleTree by Hilton Hotel Bemidji,BJILS,Hilto,92.0,2018-01-26,1098.41,0.56505,620.66,DoubleTree by Hilton,2,0.57340642075704,Full Service,Full Service
Home2 Suites by Hilton Hilton Head,HHHHT,Hilto,99.0,2018-11-01,1082.94,0.56341,610.14,Home2 Suites by Hilton,2,0.5253576996382544,All Suites,Focused Service
Avid Hotel Oklahoma City - Quail Springs,OKCAV,IHG,87.0,2018-08-07,1071.17,0.51904,555.98,Avid Hotels,2,0.5913233781541626,All Suites,Focused Service
Hampton Inn Henderson,HDSNC,Hilto,75.0,2018-09-26,1068.49,0.54628,583.69,Hampton Inn by Hilton,1,0.6842189521138304,Select Service,Focused Service
Hampton Inn & Suites Red Deer,YQFRD,Hilto,110.0,2014-12-15,1061.55,0.50218,533.09,Hampton Inn & Suites by Hilton,3,0.463482851723909,Select Service,Focused Service
Tru by Hilton Smyrna Nashville,BNASN,Hilto,79.0,2018-12-04,1049.31,0.57786,606.35,Tru by Hilton,1,0.6379147166063673,Select Service,Focused Service
Homewood Suites Philadelphia Valley Forge,PHLHW,Hilto,123.0,2015-06-21,1048.0,0.66154,693.29,Homewood Suites by Hilton,3,0.409206074617322,All Suites,All Suites
Home2 Suites by Hilton Chicago McCormick Place,CHIMI,Hilto,95.0,2018-08-07,1038.0,0.67984,705.67,Home2 Suites by Hilton,2,0.5247587019957007,All Suites,Focused Service
Hampton Inn Searcy,SRCSP,Hilto,73.0,2018-04-04,1029.0,0.51057,525.38,Hampton Inn by Hilton,1,0.6769840171244718,Select Service,Focused Service
"Hampton Inn Middletown, NY",MLTNY,Hilto,127.0,2015-05-14,1022.71,0.61093,624.8,Hampton Inn by Hilton,3,0.38675388277890704,Select Service,Focused Service
Tru by Hilton Williamsville Buffalo Airport,BUFRU,Hilto,79.0,2018-04-04,1015.74,0.47434,481.81,Tru by Hilton,1,0.6175062605385936,Select Service,Focused Service
Tru by Hilton Richmond,LEXRU,Hilto,92.0,2018-10-25,982.52,0.61753,606.74,Tru by Hilton,2,0.5129080002205068,Select Service,Focused Service
Hampton Inn & Suites Fort Lauderdale Miramar,FLLMM,Hilto,122.0,2015-07-23,976.75,0.7298,712.83,Hampton Inn & Suites by Hilton,3,0.38451163892225404,Select Service,Focused Service
Hampton Inn Montrose,MTJCO,Hilto,64.0,2017-12-19,929.1,0.55687,517.39,Hampton Inn by Hilton,1,0.6972176729934298,Select Service,Focused Service
Tru by Hilton Webster Houston NASA,IAHWB,Hilto,98.0,2018-12-03,927.21,0.61383,569.15,Tru by Hilton,2,0.4543995913192187,Select Service,Focused Service
Hampton Inn & Suites by Hilton Snellville,ATLSV,Hilto,100.0,2018-12-20,926.69,0.62109,575.56,Hampton Inn & Suites by Hilton,3,0.44506185883889804,Select Service,Focused Service
Hampton Inn & Suites Lincoln Northeast I-80,LNKNH,Hilto,83.0,2015-05-19,920.2,0.64316,591.84,Hampton Inn & Suites by Hilton,2,0.5324637389994912,Select Service,Focused Service
"Hilton Garden Inn Beaumont, TX",BPTGI,Hilto,100.0,2015-09-07,884.05,0.63898,564.89,Hilton Garden Inn,3,0.4245831252161216,Select Service,Focused Service
Hampton Inn Winchester-University/Mall Area,WNCVA,Hilto,101.0,2018-03-13,864.67,0.44656,386.13,Hampton Inn by Hilton,3,0.4111638447050606,Select Service,Focused Service
Tru by Hilton Roanoke Hollins,ROARH,Hilto,82.0,2018-08-30,862.45,0.57428,495.29,Tru by Hilton,2,0.5051332715463397,Select Service,Focused Service
Hilton Garden Inn Wilkes Barre,AVPWI,Hilto,123.0,2015-06-02,861.15,0.61454,529.21,Hilton Garden Inn,3,0.3362479114090714,Select Service,Focused Service
Hampton Inn Magnolia,AGOSN,Hilto,68.0,2018-04-03,853.44,0.59587,508.54,Hampton Inn by Hilton,1,0.6027677140706823,Select Service,Focused Service
Hampton Inn & Suites DuPont,SEADP,Hilto,115.0,2015-08-13,824.75,0.63344,522.43,Hampton Inn & Suites by Hilton,3,0.34443746544140613,Select Service,Focused Service
Hampton Inn & Suites Lake Jackson Clute,LJNCL,Hilto,67.0,2015-08-26,764.5,0.56221,429.81,Hampton Inn & Suites by Hilton,1,0.5480101318435677,Select Service,Focused Service
Hilton Garden Inn Cincinnati Blue Ash,CVGBO,Hilto,122.0,2018-09-28,728.0,0.54124,394.02,Hilton Garden Inn,3,0.286587635664603,Select Service,Focused Service
Hampton Inn Houston/Stafford,HOUST,Hilto,85.0,2018-11-05,712.75,0.62973,448.84,Hampton Inn by Hilton,2,0.4027209300748769,Select Service,Focused Service
TRU by Hilton Garland Richardson,DALGL,Hilto,91.0,2018-01-23,709.65,0.65748,466.58,Tru by Hilton,2,0.3745318154393345,Select Service,Focused Service
Hilton Garden Inn Omaha West,OMAWE,Hilto,119.0,2015-03-17,704.0,0.54155,381.25,Hilton Garden Inn,3,0.28412640654678895,Select Service,Focused Service
Staybridge Suites - Wilmington Brandywine Valley,PHLFD,IHG,110.0,2018-08-02,670.96,0.7086,475.44,Staybridge Suites,3,0.2929475335054157,All Suites,Focused Suites
Hampton Inn & Suites Saskatoon Airport,YXEAP,Hilto,137.0,2015-11-23,535.11,0.45822,245.2,Hampton Inn & Suites by Hilton,3,0.1875894459964231,Select Service,Focused Service
Hampton Inn & Suites Southwest/Sioux Falls,FSDSW,Hilto,93.0,2018-11-09,515.82,0.58643,302.49,Hampton Inn & Suites by Hilton,2,0.2663797024677847,Select Service,Focused Service
Hilton Garden Inn Times Square,NYCMW,Hilto,369.0,2017-10-27,40655.4,0.72906,29640.16,Hilton Garden Inn,5,5.291487482823497,Select Service,Focused Service
DoubleTree Suites by Hilton Hotel Boston - Cambridge,BOSSB,Hilto,308.0,2018-06-11,24866.24,0.70709,17582.73,DoubleTree by Hilton,5,3.877441957128436,Full Service,Full Service
InterContinental New Orleans,MSYHA,IHG,484.0,2018-09-20,23892.68,0.69329,16564.51,InterContinental,5,2.3708572502744287,Full Service,Full Service
Embassy Suites Portland Washington Square,PDXBV,Hilto,356.0,2015-12-17,19941.25,0.63157,12594.38,Embassy Suites,5,2.690222998761441,All Suites,All Suites
Crowne Plaza Greenville-I-385-Roper Mtn Rd,GSPRM,IHG,202.0,2018-09-19,2361.55,0.63336,1495.7,Crowne Plaza,5,0.5614766196718032,Full service,Full service
Embassy Suites by Hilton Washington DC Convention Center,WASCC,Hilto,384.0,2018-10-23,13115.89,0.73916,9694.76,Embassy Suites,5,1.640410128984644,All Suites,All Suites
Crowne Plaza Baltimore,IHG-BALWB,IHG,385.0,2018-06-08,2798.5,0.6818,1908.01,Crowne Plaza,5,0.3491005095108526,Full service,Full service
Home2 Suites by Hilton Los Angeles Montebello,LGBMO,Hilto,203.0,2018-09-19,12643.54,0.71606,9053.54,Home2 Suites by Hilton,5,2.991290211888715,All Suites,Focused Service
Embassy Suites by Hilton Miami International Airport,MIASP,Hilto,318.0,2018-02-06,12117.5,0.63781,7728.67,Embassy Suites,5,1.830087308945983,All Suites,All Suites
Embassy Suites Crystal City National Airport,WASCR,Hilto,267.0,2015-09-25,11822.55,0.73834,8729.05,Embassy Suites,5,2.1265999482818834,All Suites,All Suites
Crowne Plaza Baltimore,IHG-BALWB,IHG,385.0,2018-06-08,2879.45,0.69517,2001.7,Crowne Plaza,5,0.3591986643241109,Full service,Full service
Homewood Suites New Orleans,MSYFR,Hilto,207.0,2017-07-20,11320.57,0.67183,7605.47,Homewood Suites by Hilton,5,2.6265389768967156,All Suites,All Suites
Embassy Suites Orlando Airport,MCOAT,Hilto,174.0,2018-02-02,10975.64,0.70748,7765.1,Embassy Suites,4,3.0294689555364473,All Suites,All Suites
Embassy Suites Orlando - International Drive / Convention Center,MCOOR,Hilto,244.0,2016-12-04,10407.39,0.6562,6829.38,Embassy Suites,5,2.0485091301781813,All Suites,All Suites
Hilton Garden Inn Staten Island,ewrsi,Hilto,198.0,2015-03-03,10340.29,0.66112,6836.17,Hilton Garden Inn,4,2.5081495595288965,Select Service,Focused Service
Homewood Suites Savannah Historic District,SAVRB,Hilto,162.0,2018-04-10,10110.62,0.62502,6319.32,Homewood Suites by Hilton,4,2.9974274103767833,All Suites,All Suites
Hilton Garden Inn Seattle Bellevue Downtown,SEABE,Hilto,254.0,2018-05-09,9729.2,0.60628,5898.58,Hilton Garden Inn,5,1.8396250532079195,Select Service,Focused Service
Hampton Inn Manhattan Times Square Central,NYCFF,Hilto,300.0,2015-07-01,9156.2,0.53841,4929.75,Hampton Inn by Hilton,5,1.4658175484432832,Select Service,Focused Service
Crowne Plaza Greenville-I-385-Roper Mtn Rd,GSPRM,IHG,202.0,2018-09-19,2954.73,0.60308,1781.94,Crowne Plaza,5,0.7025097128762324,Full service,Full service
Embassy Suites Lombard,CHILM,Hilto,262.0,2016-09-14,7818.88,0.61668,4821.78,Embassy Suites,5,1.4332737846810284,All Suites,All Suites
Embassy Suites by Hilton Laredo,LRDES,Hilto,320.0,2018-02-16,7341.86,0.61993,4551.43,Embassy Suites,5,1.101899589849003,All Suites,All Suites
Crowne Plaza Greenville-I-385-Roper Mtn Rd,GSPRM,IHG,202.0,2018-09-19,3006.18,0.61856,1859.51,Crowne Plaza,5,0.714742344868828,Full service,Full service
Hilton Garden Inn Chicago McCormick Place,CHIMK,Hilto,466.0,2018-08-07,7053.25,0.71924,5072.98,Hilton Garden Inn,5,0.7269244252955539,Select Service,Focused Service
Embassy Suites Bloomington,MSPWE,Hilto,234.0,2015-10-19,6905.18,0.5951,4109.24,Embassy Suites,5,1.4172453720807352,All Suites,All Suites
DoubleTree by Hilton Deadwood at Cadillac Jack's,RAPDW,Hilto,107.0,2018-12-28,6711.58,0.45846,3077.0,DoubleTree by Hilton,3,3.0124988823611996,Full Service,Full Service
Embassy Suites Minneapolis Airport,MSPAP,Hilto,310.0,2018-05-09,6654.96,0.64134,4268.09,Embassy Suites,5,1.0310260932505573,All Suites,All Suites
Crowne Plaza Baltimore,IHG-BALWB,IHG,385.0,2018-06-08,3092.2,0.63641,1967.92,Crowne Plaza,5,0.38573828676414446,Full service,Full service
Hilton Garden Inn New York/West 35th Street,NYCTF,Hilto,298.0,2018-11-13,6550.3,0.65545,4293.4,Hilton Garden Inn,5,1.055676436163478,Select Service,Focused Service
Hilton Denver Inverness,DENIR,Hilto,302.0,2018-02-15,6538.24,0.66212,4329.07,Hilton Hotels & Resorts,5,1.0397760654562238,Full Service,Full Service
Hampton Inn & Suites LAX El Segundo,LAXEL,Hilto,171.0,2018-06-22,6416.25,0.65369,4194.21,Hampton Inn & Suites by Hilton,4,1.8020675560265011,Select Service,Focused Service
Hilton Garden Inn Jacksonville Downtown Southbank,JAXSB,Hilto,123.0,2018-12-17,5908.75,0.65171,3850.8,Hilton Garden Inn,3,2.30715304713273,Select Service,Focused Service
Embassy Suites Seattle - Bellevue,SEABL,Hilto,240.0,2016-03-09,5835.96,0.56596,3302.93,Embassy Suites,5,1.1678497329696085,All Suites,All Suites
Hampton Inn & Suites Pittsburgh Downtown,PITDN,Hilto,143.0,2014-12-30,5603.74,0.59994,3361.93,Hampton Inn & Suites by Hilton,3,1.8820356268006784,Select Service,Focused Service
DoubleTree Suites Salt Lake City Downtown,SLCWS,Hilto,241.0,2016-03-04,5364.46,0.63663,3415.2,DoubleTree by Hilton,5,1.069042250570625,Full Service,Full Service
Hampton Inn Indianapolis Dwtn Across from Circle Centre,INDDT,Hilto,180.0,2018-01-16,5253.2,0.57393,3014.97,Hampton Inn by Hilton,4,1.4016427385236696,Select Service,Focused Service
Hotel MdR Marina Del Ray - a DoubleTree by Hilton,LAXMA,Hilto,283.0,2018-01-23,5253.04,0.60213,3162.99,DoubleTree by Hilton,5,0.891477062213594,Full Service,Full Service
Tru by Hilton Chicopee Springfield,BDLRU,Hilto,108.0,2018-06-13,5250.26,0.61513,3229.59,Tru by Hilton,3,2.334763827876749,Select Service,Focused Service
Hampton Inn & Suites Hood River,PDXHR,Hilto,88.0,2018-09-17,5198.0,0.56013,2911.58,Hampton Inn & Suites by Hilton,2,2.8368704527116946,Select Service,Focused Service
Embassy Suites San Diego La Jolla,SANLJ,Hilto,450.0,2018-02-22,5172.55,0.58218,3011.36,Embassy Suites,5,0.5520495809906806,All Suites,All Suites
Hilton Garden Inn San Antonio Live Oak Convention Center,SATLI,Hilto,138.0,2017-06-27,4981.79,0.72063,3590.02,Hilton Garden Inn,3,1.7337729826829773,Select Service,Focused Service
Hilton Garden Inn Los Angeles Montebello,LGBMB,Hilto,121.0,2015-03-30,4926.51,0.6865,3382.04,Hilton Garden Inn,3,1.955419308683576,Select Service,Focused Service
Hilton Garden Inn New York Midtown Park Ave,NYCET,Hilto,232.0,2015-10-15,4788.1,0.62364,2986.06,Hilton Garden Inn,5,0.9911996229379835,Select Service,Focused Service
Hilton Garden Inn Houston Hobby Airport,HOUMR,Hilto,136.0,2018-11-20,4767.9,0.59106,2818.13,Hilton Garden Inn,3,1.6837365156997597,Select Service,Focused Service
La Quinta Inn & Suites Atlanta Airport North,6739,Wyndh,188.0,2016-10-04,4683.63,0.69796,3268.99,La Quinta Inn & Suites,4,1.1964942911166716,Other,Other
Tru By Hilton Charlotte Ayrsley,CLTCA,Hilto,92.0,2018-04-27,4651.1,0.59949,2788.27,Tru by Hilton,2,2.428028335123559,Select Service,Focused Service
Hilton Garden Inn Washington DC Bethesda,WASBT,Hilto,216.0,2015-04-14,4565.26,0.7245,3307.52,Hilton Garden Inn,5,1.0150739118493757,Select Service,Focused Service
Homewood Suites by Hilton Odessa,MAFOD,Hilto,121.0,2017-10-09,4545.45,0.62507,2841.24,Homewood Suites by Hilton,3,1.8041698274550868,All Suites,All Suites
Embassy Suites Dallas Love Field,DALLF,Hilto,248.0,2016-11-02,4439.33,0.60649,2692.43,Embassy Suites,5,0.859709349596015,All Suites,All Suites
Homewood Suites by Hilton Washington DC NoMa Union Station,DCANE,Hilto,114.0,2018-09-13,4396.63,0.6351,2792.32,Homewood Suites by Hilton,3,1.8522558220579304,All Suites,All Suites
Tru By Hilton Lake Charles,LCHRU,Hilto,98.0,2018-05-23,4361.86,0.6988,3048.05,Tru by Hilton,2,2.137625134965808,Select Service,Focused Service
Hilton Garden Inn New Orleans French Quarter CBD,MSYOR,Hilto,155.0,2016-01-16,4248.13,0.66004,2803.94,Hilton Garden Inn,4,1.3162912707275445,Select Service,Focused Service
Tru by Hilton Madison West,MSNCB,Hilto,106.0,2018-04-11,4240.25,0.58013,2459.89,Tru by Hilton,3,1.9211952246977193,Select Service,Focused Service
Tru by Hilton Murfreesboro,BNAMF,Hilto,87.0,2017-09-18,4226.15,0.73766,3117.45,Tru by Hilton,2,2.3329829014873584,Select Service,Focused Service
Hilton Richmond Downtown,RICRD (RICDT),Hilto,250.0,2015-10-19,4201.14,0.72661,3052.58,Full Services,5,0.8070734237522572,Other,Other
Doubletree by Hilton Denver Tech Center,DENEW,Hilto,305.0,2016-11-22,4198.94,0.67345,2827.76,DoubleTree by Hilton,5,0.6611891686250154,Full Service,Full Service
Tru by Hilton Meridian Boise West,BOIMW,Hilto,92.0,2018-04-21,4177.8,0.62472,2609.97,Tru by Hilton,2,2.1809500501987067,Select Service,Focused Service
Hilton Garden Inn New York Long Island City,ISPIC,Hilto,183.0,2015-09-16,4171.39,0.72116,3008.24,Hilton Garden Inn,4,1.0947516460942934,Select Service,Focused Service
Hilton Garden Inn Seattle Issaquah,SEAIS,Hilto,179.0,2015-11-03,4151.83,0.65506,2719.68,Hilton Garden Inn,4,1.113967274637232,Select Service,Focused Service
Homewood Suites San Diego Airport Liberty Station,SANLS,Hilto,150.0,2014-10-21,4140.7,0.56876,2355.05,Homewood Suites by Hilton,4,1.3257706740436213,All Suites,All Suites
Hilton Garden Inn Denver Airport,DENAH,Hilto,157.0,2013-10-10,4071.55,0.62826,2557.99,Hilton Garden Inn,4,1.2455065648387182,Select Service,Focused Service
Hilton Garden Inn Tampa - Wesley Chapel,TPAWL,Hilto,124.0,2018-10-04,4021.88,0.63922,2570.88,Hilton Garden Inn,3,1.557734090033055,Select Service,Focused Service
Hampton Inn & Suites Syracuse North Airport Area,SYRNA,Hilto,105.0,2018-06-01,4001.53,0.61159,2447.31,Hampton Inn & Suites by Hilton,3,1.8303016830507515,Select Service,Focused Service
Hilton Garden Inn Omaha East Council Bluffs,OMAEA,Hilto,153.0,2015-03-20,3994.27,0.5714,2282.32,Hilton Garden Inn,4,1.2538104597764361,Select Service,Focused Service
Embassy Suites by Hilton Memphis,MEMPE,Hilto,220.0,2018-01-31,3947.5,0.68887,2719.33,Embassy Suites,5,0.8617580694174231,All Suites,All Suites
Tru by Hilton Fayetteville I-95,FAYRU,Hilto,109.0,2018-12-20,3866.43,0.65867,2546.71,Tru by Hilton,3,1.7036075451639316,Select Service,Focused Service
Hilton Garden Inn Portland Downtown Waterfront,PWMDH,Hilto,120.0,2018-01-31,3811.12,0.49974,1904.56,Hilton Garden Inn,3,1.5253070529322112,Select Service,Focused Service
DoubleTree Annapolis,ANPDT,Hilto,224.0,2016-08-05,3765.0,0.63556,2392.89,DoubleTree by Hilton,5,0.8072403520519899,Full Service,Full Service
Tru by Hilton Salt Lake City Airport,SLCRU,Hilto,95.0,2018-03-28,3761.03,0.58079,2184.38,Tru by Hilton,2,1.9013807523765807,Select Service,Focused Service
"Hampton Inn & Suites Roseburg, OR",OTHRO,Hilto,90.0,2018-04-22,3759.27,0.60135,2260.63,Hampton Inn & Suites by Hilton,2,2.006073820775861,Select Service,Focused Service
Crowne Plaza Greenville-I-385-Roper Mtn Rd,GSPRM,IHG,202.0,2018-09-19,3399.72,0.63625,2163.06,Crowne Plaza,5,0.8083094973346414,Full service,Full service
The Saratoga Hilton (Gift Shop),ALBSA:Gift Shop,Hilto,245.0,2017-07-17,3707.8,0.5777,2141.99,Hilton Hotels & Resorts,5,0.7268354761891693,Full Service,Full Service
Embassy Suites Seattle North Lynnwood,SEALW,Hilto,240.0,2018-02-23,3670.99,0.59968,2201.41,Embassy Suites,5,0.7346117333282104,All Suites,All Suites
Tru by Hilton Raleigh Durham Airport,RDUAT,Hilto,106.0,2018-08-20,3659.67,0.6168,2257.29,Tru by Hilton,3,1.6581429226978368,Select Service,Focused Service
Homewood Suites by Hilton Ft.Lauderdale Airport-Cruise Port,FLLAR,Hilto,124.0,2018-08-29,3541.8,0.51562,1826.22,Homewood Suites by Hilton,3,1.3717919480638592,All Suites,All Suites
Hampton Inn Jupiter/Juno Beach,PBIJB,Hilto,89.0,2016-12-27,3540.95,0.48418,1714.47,Hampton Inn by Hilton,2,1.9108020063866256,Select Service,Focused Service
Hilton Garden Inn Washington DC Downtown,DCACH,Hilto,300.0,2015-09-29,3521.5,0.65929,2321.69,Hilton Garden Inn,5,0.5637575082286344,Select Service,Focused Service
Hilton Garden Inn Greenville,GSPGV,Hilto,120.0,2018-04-23,3473.59,0.60878,2114.65,Hilton Garden Inn,3,1.39021897132465,Select Service,Focused Service
Hilton Garden Inn Abilene,ABIAB,Hilto,123.0,2015-03-19,3454.94,0.60999,2107.47,Hilton Garden Inn,3,1.3490290414488268,Select Service,Focused Service
Tru by Hilton San Antonio Downtown,SATDO,Hilto,94.0,2018-04-25,3446.66,0.53879,1857.02,Tru by Hilton,2,1.760988384402776,Select Service,Focused Service
Crowne Plaza Palo Alto,SFOCA,IHG,195.0,2017-06-29,3505.22,0.65529,2296.94,Crowne Plaza,4,0.8633096005824324,Full service,Full service
Hilton Garden Inn Salina,SLNTC,Hilto,97.0,2018-07-22,3438.67,0.4905,1686.67,Hilton Garden Inn,2,1.702568783646166,Select Service,Focused Service
